item,ave_score,ave_discounted_score
2390,3.7975823647031643,3.796182364703161
2467,3.7324952040789854,3.7288952040789862
2583,3.8170302665258338,3.8146302665258442
2599,3.6996642570102662,3.6884642570102626
2683,3.227420315026594,3.2032203150265937
2712,3.4990682400214705,3.488468240021476
2762,3.9059862854372054,3.870186285437208
2763,3.6916866165427877,3.6820866165427857
2770,3.085128942590559,3.077528942590557
2791,3.8706336826149395,3.8532336826149427
2843,3.8324782382136493,3.830678238213649
2874,3.6088787083368663,3.608278708336862
2921,4.0032441914258845,4.001044191425884
2926,3.4079116021401004,3.4057116021401
2973,3.85752271301317,3.853922713013169
3044,3.7369760144179396,3.734376014417942
3060,3.8258801269265366,3.822880126926539
3079,3.323109954429526,3.321909954429527
3083,4.064965204680004,4.061165204680016
3160,3.727002064351695,3.7166020643516897
3175,3.616019659075752,3.6010196590757495
3204,3.670294216856602,3.668694216856605
3255,3.5165694717749463,3.507569471774949
3317,3.6575637287421876,3.6531637287421828
3358,3.7651464801460026,3.763146480146003
3365,3.8768640129367786,3.875464012936777
3408,3.594033245134645,3.5800332451346386
3481,3.6930575848187903,3.678057584818792
3508,4.11634351953268,4.112743519532675
3538,3.3885436166882146,3.3875436166882134
3591,2.9844741214460395,2.9814741214460376
3788,3.6358278791683274,3.6346278791683333
3851,3.7953929076909865,3.7951929076909883
3897,3.8861418158582017,3.8695418158582022
3911,3.7113564329495423,3.7007564329495426
3967,3.8594212542586512,3.8520212542586525
3996,3.8478529343586785,3.825852934358677
4002,3.839011671455011,3.833611671455009
4014,3.5526687192652076,3.543268719265209
4020,3.1402888824725927,3.137688882472589
4021,3.939855448006862,3.9388554480068674
4027,3.815484869595759,3.7966848695957576
4029,3.7972036283437105,3.794803628343707
4033,3.8452089448938684,3.8426089448938745
4034,3.9125420920419574,3.898542092041956
4074,3.4591561031356752,3.4589561031356744
4121,3.2733763296246847,3.2709763296246903
4144,4.06096635753754,4.058166357537533
4166,3.262673353604389,3.2622733536043906
4226,4.103809050400612,4.072009050400609
4239,3.8296703008900956,3.819470300890092
4246,3.667106155976496,3.654106155976497
4252,3.4722753038820673,3.4718753038820798
4260,3.2910375953049043,3.2908375953049047
4273,3.818268516668321,3.8178685166683186
4308,3.621589954974954,3.610589954974955
4347,3.669240651343662,3.6686406513436625
4381,3.492113214240306,3.491313214240314
4641,3.5254865729201184,3.5186865729201124
4741,3.6902173399225906,3.688817339922592
4765,3.8503802109041025,3.849780210904108
4881,3.715562539108921,3.712162539108922
4896,3.8054871782569304,3.784087178256931
4902,3.400886645891648,3.3988866458916567
4967,4.046327207341604,4.043727207341604
34,3.6815002097929233,3.6559002097929194
36,3.858098352700442,3.8446983527004472
39,3.353650913311952,3.332850913311953
150,3.848594806318185,3.8083948063181845
153,2.995408803083968,2.968008803083967
253,3.4820970069631882,3.4602970069631867
261,3.8897122142529565,3.881312214252954
266,3.448668780640278,3.4350687806402758
290,3.9237640763401926,3.9209640763401903
300,3.5386136453580908,3.52241364535809
344,3.0798881659281916,3.0476881659281916
364,3.960893030060164,3.926493030060162
380,3.5307117028920616,3.495111702892062
410,3.1642328202779275,3.147432820277918
474,3.7277939402829934,3.713793940282995
515,3.6373967970085097,3.6325967970085093
531,3.320324059783856,3.3155240597838596
534,3.624970654172517,3.6221706541725185
589,3.911487392244046,3.86668739224405
594,3.6386304030457133,3.62323040304571
597,3.5392426279836737,3.51224262798367
2,3.493279677504709,3.4712796775047097
4,2.883584151802829,2.8821841518028286
5,3.167242820615819,3.1574428206158225
7,3.2710342708281313,3.2602342708281316
8,3.186302699038475,3.1847026990384752
10,3.540053702995086,3.5136537029950925
11,3.712109178728933,3.6981091787289313
13,3.306538142663527,3.3049381426635254
15,3.2054250035579237,3.202825003557924
16,3.9452208514285885,3.928820851428586
17,3.808502251792628,3.7951022517926303
19,2.8060260563770765,2.7884260563770775
22,3.3127173027428833,3.3055173027428872
24,3.239546241566663,3.2339462415666613
25,3.6439522190324243,3.628752219032427
26,3.551864052169326,3.549264052169324
27,3.4711932769838505,3.4693932769838516
41,3.687877743080963,3.684877743080964
43,3.3573258317555505,3.3557258317555476
46,3.2336933637565197,3.230693363756518
54,3.1637660769059215,3.16316607690592
60,3.342607441279888,3.335807441279888
61,3.6962684068416714,3.6950684068416693
62,3.7508388395711134,3.734838839571122
65,2.726302971348196,2.7201029713481937
66,2.9264928120423668,2.924692812042368
76,3.4846524179032987,3.481652417903309
79,2.9997076119043586,2.996307611904359
86,3.921336140186539,3.918336140186543
87,2.983916589011178,2.9825165890111762
88,3.2987791000250675,3.295579100025069
89,3.4061403371442687,3.4041403371442653
92,3.0416548240700876,3.0400548240700838
93,3.139569876363941,3.137769876363942
95,3.1299626571010055,3.113162657101007
100,3.02759304032543,3.0247930403254224
102,2.971956903275273,2.970956903275277
104,3.4989493076008293,3.4791493076008235
105,3.3623701934211985,3.357770193421199
112,3.5874762777454263,3.578276277745426
113,3.460291957979775,3.4596919579797696
135,3.1055921487451,3.0993921487450993
140,3.5505344669315098,3.547334466931506
141,3.5394652261247233,3.522265226124726
145,3.328828730267624,3.3186287302676263
146,3.4903974547695853,3.4897974547695845
158,2.922527654755762,2.910127654755756
159,3.1267267116251487,3.123926711625149
160,3.009330896604783,2.997930896604781
161,3.6842029535774294,3.663602953577427
165,3.5934187574693133,3.56461875746931
168,3.204151460476497,3.193351460476498
170,3.323882392360012,3.316882392360012
174,3.0389414302638675,3.0369414302638655
177,3.0801331110412287,3.078533111041233
179,2.965805168736768,2.9654051687367655
180,3.4224584749063918,3.415258474906391
181,2.5867836737652232,2.583383673765224
185,3.1298494652465547,3.1074494652465514
186,2.947873243186436,2.9382732431864325
189,3.4478377991487243,3.4476377991487306
191,2.965426601145401,2.9642266011453993
195,3.31891803415588,3.3169180341558797
196,2.80452244368649,2.795522443686488
201,3.447837838063259,3.447637838063252
204,2.8857909988119115,2.879790998811908
205,3.332998728243443,3.3311987282434434
207,3.509791262113377,3.505591262113367
208,2.991035975972347,2.9680359759723443
209,3.402703225986098,3.402103225986099
210,3.339420763627804,3.338620763627801
212,3.3725877593779887,3.3719877593779892
217,2.9120890852395607,2.9108890852395652
218,3.504532401966085,3.501732401966089
219,3.4478380056196083,3.4476380056196088
224,3.6386660806315256,3.6306660806315283
225,3.604895734049914,3.594495734049917
230,3.470301498239174,3.4655014982391794
234,2.8337444186453995,2.830344418645399
236,3.558099510842669,3.5490995108426686
237,3.44274003748946,3.438340037489463
239,3.155540728147686,3.1521407281476854
240,3.0582867009333636,3.057486700933363
243,3.4478380192113067,3.447638019211299
248,3.3064654175959256,3.303065417595926
250,3.035269297019014,3.034069297019014
251,3.352034412576467,3.351434412576471
252,3.5235782259019937,3.5149782259019964
254,3.4478380679650606,3.4476380679650602
256,2.985041362795218,2.9780413627952216
257,3.581277705444851,3.578477705444854
258,2.9429638299604832,2.940963829960483
262,3.8795394869579156,3.875339486957923
267,3.1394418778321262,3.1360418778321257
270,3.5072620284227445,3.5062620284227393
271,3.5591458457775142,3.5583458457775174
273,3.0906721272179416,3.0850721272179404
274,3.2478879924526516,3.2464879924526473
276,3.351451358070618,3.347051358070621
277,3.307639850707315,3.300039850707315
279,3.3864591794538863,3.3860591794538806
281,3.743175865453597,3.740375865453596
282,3.4143303237555434,3.4063303237555433
288,3.271661944823365,3.2532619448233713
289,3.5719855846805615,3.570385584680562
291,3.1282536947186426,3.1276536947186413
292,3.4811135380860887,3.4609135380860883
293,4.012772080108356,3.9861720801083584
302,3.3912557481914867,3.390255748191486
303,3.0825076049481077,3.0761076049481098
304,3.6208321815130975,3.620232181513093
310,3.447840477310839,3.4476404773108453
312,2.2107435355362277,2.208943535536229
313,3.475070449309668,3.4744704493096608
314,3.754976810474733,3.751776810474737
315,3.187568795510125,3.1799687955101295
317,3.287950863145062,3.2717508631450616
327,2.9449477187532707,2.9381477187532696
329,3.4460048616309034,3.4244048616309013
330,3.266877395807973,3.265677395807972
332,3.0941119248026916,3.0917119248026896
336,3.447840592332015,3.4476405923320166
337,3.785040665082739,3.7696406650827368
339,3.5319189752650377,3.5123189752650315
340,3.513330904370191,3.5123309043701956
343,3.2454419126499334,3.2444419126499344
347,3.528125349829446,3.5269253498294457
350,3.467608525768719,3.456208525768717
352,3.2812644379297042,3.2808644379297034
353,3.637642115062245,3.6248421150622385
354,3.4680579828093543,3.4668579828093558
355,2.555697164150072,2.5472971641500655
358,3.008333672585419,3.006533672585418
359,3.4478405211506433,3.447640521150643
360,3.0400681759481856,3.038468175948185
361,3.218533560473572,3.215133560473572
366,3.167704900093034,3.165304900093031
370,3.15305174943455,3.1414517494345495
371,3.405823659515453,3.4016236595154528
374,2.470138499016434,2.465138499016435
377,3.571879297737921,3.5376792977379172
378,3.1251798115320297,3.1237798115320317
381,3.76629660614908,3.7640966061490784
382,3.301808815456783,3.2986088154567796
383,3.234648447720155,3.230448447720151
405,2.781247874320062,2.7788478743200566
412,3.5501561084987263,3.5471561084987266
415,2.841219935125478,2.8380199351254816
416,2.9366168374784896,2.9350168374784933
419,2.9072953304316593,2.903295330431659
426,3.329510108441408,3.328110108441417
432,2.7904065607369146,2.779406560736915
434,3.1194663867392576,3.09926638673926
435,2.553754272232287,2.5411542722322866
437,2.687133095663686,2.6853330956636894
440,3.595071961702134,3.579871961702136
445,3.193019973077478,3.190619973077475
454,3.5867075570225038,3.5665075570225007
455,2.577480461119199,2.5700804611191996
458,3.1991367015470047,3.198136701546999
460,3.235827527845701,3.2352275278457023
466,2.9599702845327536,2.9479702845327505
468,3.3200096817548954,3.3156096817548955
469,3.504236179398383,3.50323617939838
472,3.057267977074485,3.056067977074485
477,3.462296879745329,3.458896879745329
485,3.0294294454482613,3.0188294454482567
489,3.1133038460200746,3.1111038460200713
490,3.1899103169504306,3.1875103169504317
491,3.372199301098814,3.3687993010988224
493,3.650530440400714,3.6481304404007115
494,3.455709916608032,3.447509916608026
497,3.8355339820648124,3.82693398206481
502,2.6950348475020833,2.692034847502087
505,2.8073080546914313,2.805908054691433
508,3.6414114649715192,3.628211464971518
510,3.4478406861810704,3.44764068618107
516,3.227803478070649,3.224203478070647
520,3.205826630318204,3.192026630318201
524,3.5336664958608663,3.5268664958608644
532,3.1664188000878366,3.163218800087839
536,3.480985877220249,3.480385877220239
537,3.3127542555726923,3.310354255572688
540,2.9190562358707774,2.9154562358707796
542,3.051831547541896,3.0490315475418934
546,2.3298558618164087,2.325655861816403
548,3.1560257684897017,3.154825768489703
569,3.1093387978818687,3.1081387978818724
575,2.9140057183234505,2.9108057183234606
587,3.4952315168786456,3.472231516878645
606,3.313412830951677,3.312612830951677
609,3.5799465657969733,3.5771465657969763
616,3.46003132586395,3.451031325863948
628,3.6740889822674534,3.667088982267449
631,3.3085505466606073,3.306350546660609
637,3.1643486637024187,3.157748663702411
640,2.989554381587694,2.987354381587698
662,3.464299585961102,3.462899585961104
667,3.128478333869703,3.126878333869701
694,3.1726992400585945,3.1704992400586
697,3.1465463675384724,3.1455463675384756
700,3.3766975142789835,3.3752975142789876
704,3.035642729173993,3.034242729174
709,3.288632623994829,3.2864326239948256
710,2.9764254038991522,2.974825403899146
711,3.265564456688723,3.2635644566887243
719,2.9761475573027143,2.969147557302719
747,3.4731724147036425,3.4725724147036394
762,2.595351810071532,2.5871518100715356
765,3.2911922202499073,3.2873922202499073
775,3.4478399345013333,3.447639934501332
783,3.4080803093089664,3.3986803093089724
795,3.531501158513149,3.5311011585131546
799,3.479833477823949,3.475233477823949
801,3.2953246861166128,3.293124686116619
802,3.4232254359026997,3.414025435902699
818,3.3635113119393303,3.3615113119393336
830,3.2225206094017946,3.2183206094017893
835,3.6244253903245407,3.62382539032454
837,3.3438781190693208,3.3372781190693144
838,3.9091745765715875,3.9031745765715873
839,3.0746005655611124,3.071600565561118
842,2.8915016693571087,2.8891016693571117
848,3.4277321012793176,3.4263321012793178
852,3.2418094763090854,3.2332094763090935
867,3.059930242145024,3.059530242145025
880,2.925519244204008,2.920119244204009
881,2.8594700386069203,2.8584700386069226
888,3.065753675027942,3.0651536750279473
891,3.7081106235258288,3.707110623525828
979,3.4478393643114993,3.4476393643115
981,3.3935950281309046,3.393195028130904
986,3.591320955651319,3.588720955651321
991,3.4075949572039224,3.4053949572039244
